texts,scores
at best,0.0
posed a credible security threat,0.0
war on terror .,0.0
had appealed,0.0
have been accused,0.0
on suspicion of,0.0
trampled over,0.0
had already been rejected,0.0
it's very disappointing,0.0
have accused,0.0
had not been willing,0.0
should not have,0.0
threats,0.0
it violates the rule of law,0.0
more criticism,0.0
disregarding,0.0
concern,0.0
is already under fire,0.0
want to avoid,0.0
unlawful combatants,0.0
cramped and spartan,0.0
much criticism,0.0
criticism,0.0
unable to tolerate,0.0
restrictive,0.0
hardline,0.0
in addition to,0.0
like a dangerous virus,0.0
is ignoring its commitments in the current situation,0.0
because of the misguided,0.0
is ignoring its commitments,0.0
state of stagnation,0.0
there are a few ambiguous points,0.0
what fate awaits argentina's crisis - stricken economy,0.0
the main problem,0.0
wave of social tension,0.0
is due to its relations with the global economy,0.0
increase in the people's anger,0.0
paralyzed,0.0
protest,0.0
deny,0.0
dissatisfaction,0.0
lavished,0.0
riots and widespread strikes,0.0
the important point,0.0
frozen out of the aftermath,0.0
growing concerns,0.0
fears,0.0
inhumane,0.0
to voice concern,0.0
was substantial concern,0.0
"illegal combatants , not prisoners of war",0.0
insisted,0.0
refused,0.0
playing with words,0.0
shackled like wild animals,0.0
so shocking,0.0
outrage,0.0
kneel in submission,0.0
tortured,0.0
is this how,0.0
camp x - ray,0.0
people arrested on the battlefield,0.0
cause a rift,0.0
suspected,0.0
warns,0.0
has n't officially declared war,0.0
will be tarnished,0.0
stubborn enough,0.0
alienate itself,0.0
unlawful combatants,0.0
could alienate,0.0
the superpower has decided to wage war and administer justice all on its own,0.0
do not have rights,0.0
unashamedly seen fit,0.0
the refusal,0.0
reminiscent of the torture centres,0.0
do n't care,0.0
are n't even aware of what they are doing,0.0
hardly ring true,0.0
usa to end inhumane treatment,0.0
nor is depriving them of all their senses,0.0
has pointedly remarked,0.0
they discredit the usa,0.0
for fear of,0.0
scandalous,0.0
"worse still , that they do n't care",0.0
is not acceptable in a democracy,0.0
disagreement,0.0
dangerous,0.0
prevalent assumption,0.0
"they're terrorists , they're murderers",0.0
has ignored,0.0
refused,0.0
equally worryingly,0.0
despots around the world will know how to exploit,0.0
infinitely difficult to reconcile oneself,0.0
a primitive thirst for revenge,0.0
exploiting,0.0
convince the americans that the bush administration has not only succeeded in removing a regime of religious madmen,0.0
being harmed,0.0
has allowed itself to infringe international rules,0.0
they face the risk,0.0
superpower has entered a legal fog,0.0
reject,0.0
far - reaching repercussions,0.0
of chained and humiliated,0.0
fear,0.0
bloody terrorism,0.0
in the name of self - righteousness,0.0
an attempt to satisfy a primitive thirst for revenge,0.0
compromising the image of the war against terrorism,0.0
refused,0.0
will undoubtedly rub off,0.0
a nonsense term,0.0
undermining the legitimacy,0.0
be difficult,0.0
raise denmark's voice,0.0
can be difficult,0.0
some questionable aspects,0.0
criticism,0.0
applaud everything,0.0
should interfere,0.0
fails to mention,0.0
should criticize,0.0
should criticize,0.0
has also criticized,0.0
has also expressed concern,0.0
to criticize,0.0
to deliver official criticism,0.0
should raise its voice against,0.0
has subsequently criticized,0.0
excessively harsh,0.0
subjected to sensory deprivation,0.0
nor does it seem proper,0.0
distortion of reality,0.0
has refused to make any statements,0.0
refuses to consider,0.0
does not help dispel the suspicions,0.0
possible excesses and violations of rights,0.0
even in some cases pure falsehoods,0.0
suspicions,0.0
accusations,0.0
the suspicions,0.0
only possible definition will be torture and the violation of human rights,0.0
shadows of suspicion,0.0
confined to minute cells,0.0
this enormous difference is not enough,0.0
condemn,0.0
inhumane nature,0.0
with only sparse information,0.0
are not sometimes inclined to sacrifice these values for the good cause,0.0
terrible tragedy,0.0
to polish their own image,0.0
can and should never be,0.0
concern,0.0
would still never be justifiable,0.0
crippled,0.0
making themselves felt far from the battlefield,0.0
attacks on the freedoms and values,0.0
is being accepted for the present without much complaint,0.0
something sometimes go wrong,0.0
falls far short,0.0
what raises even more questions,0.0
is not inclined,0.0
despite,0.0
can probably never pass this test,0.0
our usama bin ladin,0.0
would amount to a flagrant violation,0.0
protest,0.0
a storm of protest,0.0
seems to be a difference,0.0
all the more to be deplored,0.0
whether the global ban on torture can be abused on that account is another matter,0.0
also suggested that death would be the only way out of the conflict,0.0
does not justify all the means,0.0
you can hardly speak of a targeting error,0.0
humanitarian law was violated regularly,0.0
it seems doubtful,0.0
denied by,0.0
is suspected,0.0
locking them up in cages,0.0
evaporated quickly,0.0
merely,0.0
grave civilian suffering,0.0
criticism,0.0
west's failure,0.0
warned in its annual global survey,0.0
opportunistic attacks on civil liberties around the world,0.0
without any international legitimacy,0.0
has tended to undermine the growth of a human rights culture,0.0
israeli abuses against palestinians,0.0
inspiring,0.0
real sting,0.0
condemning,0.0
hypocrisy,0.0
abuses,0.0
complete unwillingness to raise,0.0
will not succeed,0.0
disregard,0.0
gross violations,0.0
tin - pot tyrant,0.0
it will ring with hypocrisy,0.0
however,0.0
anything goes,0.0
so - called,0.0
terrorists believe that anything goes,0.0
a terrific example of how to violate international laws and human rights,0.0
the willingness of most western governments to tolerate abuses,0.0
as a struggle against a particularly ruthless set of criminals,0.0
problem,0.0
although,0.0
threatening long - held human rights principles,0.0
double crime,0.0
inhumane,0.0
considers,0.0
uncomfortable,0.0
express their concern,0.0
illegitimate,0.0
concern,0.0
abandoning,0.0
ambiguity,0.0
illegitimate,0.0
do not help,0.0
criticism of,0.0
lost the reputation of commitment to principles of human justice,0.0
hardline,0.0
criticism of,0.0
fraud,0.0
nothing practical,0.0
reject,0.0
being staged under the guise of an election,0.0
refuse,0.0
fervently escalates a campaign of bludgeoning its citizens,0.0
frustrated,0.0
still,0.0
tragic circus,0.0
stop the circus,0.0
desperate last - minute act,0.0
back to square one,0.0
only in retaining power at any cost,0.0
running out of meaningful options,0.0
however fraudulent,0.0
unable to move,0.0
has fallen on stones,0.0
grown too tired,0.0
realise,0.0
madness,0.0
only interested in buying time,0.0
empty - handed,0.0
nothing whatsoever,0.0
not to embark on the suicidal path that he has chosen,0.0
frightening voters,0.0
validate a sham,0.0
intimidation and violence,0.0
forever hold their peace,0.0
no one is listening,0.0
memorandum of protest,0.0
charges of,0.0
criticised,0.0
ill - treatment,0.0
have also criticized,0.0
has rejected,0.0
not satisfactory,0.0
inhumane,0.0
sent an official protest,0.0
inhumane,0.0
to send a memorandum of protest,0.0
inhumane,0.0
to send a memorandum of protest,0.0
had also been criticised,0.0
voiced its protest,0.0
had no confidence,0.0
inhumane,0.0
aimed,0.0
was n't easy,0.0
will be entirely happy,0.0
bad treatment,0.0
did not agree,0.0
had handed an official protest,0.0
ignored,0.0
vengeance,0.0
bad treatment,0.0
protested,0.0
critical,0.0
"normalisation with the zionist enemy is a crime against the country , nation and humanity",0.0
ostracising,0.0
lambasted,0.0
warned,0.0
claimed,0.0
plight of the palestinians under occupation,0.0
severing all ties with the zionist enemy,0.0
outlined,0.0
israeli expansionist plans,0.0
us - british aggression on iraq and meddling in its internal affairs,0.0
backdrop of uncertainty,0.0
argued,0.0
the peace treaty was in favour of the zionist enemy,0.0
suffering of iraqi people facing crippling international sanctions,0.0
made public a blacklist,0.0
doubts,0.0
gone off his rocker,0.0
the us has behaved as if it had a sort of natural right to create law,0.0
other slightly troubling images,0.0
have hinted,0.0
was quite neat and tidy,0.0
an implacable force,0.0
the distress,0.0
losing the sympathy of the civilized world,0.0
incomprehension,0.0
"hyperbole ,",0.0
excess self - confidence,0.0
hue and cry,0.0
astonished,0.0
might have gone off his rocker once,0.0
"these fighters in rags , haggard , who were the survivors of weeks of bombing",0.0
in gleaming suits,0.0
the reactions,0.0
"modern , civilized instruments of coercion",0.0
"barefoot , wearing sandals and in the snow",0.0
or think they know,0.0
could have ranted and raved,0.0
their auxiliaries from the northern alliance,0.0
some doubts,0.0
hue and cry,0.0
"blinding eyeglasses , masks incapacitating the mouth and nose , ear - splitting ear phones",0.0
distress,0.0
the four square meter cages,0.0
big brother,0.0
the us was the only judge of what was reasonable,0.0
this right - this right right,0.0
the world did not always realize how good they were .,0.0
indignation,0.0
slight confusion,0.0
is perforce a bit scary,0.0
"the solidity of this argument , though , has increasingly been demolished",0.0
high distress,0.0
is the problem,0.0
sympathy,0.0
no longer quite ready to follow,0.0
who is ordinarily so sure of himself and of his jokes,0.0
were now not confusing,0.0
one image too many,0.0
is in the process of eroding,0.0
lest one lose one's moral advantage,0.0
the exaggeration,0.0
legal,0.0
refuse,0.0
"americans are good ,",0.0
not on very solid legal ground,0.0
"the explanation is , in fact is deceiving",0.0
"one must not confuse justice and vengeance ,",0.0
totally dominated men deprived of the use of their senses,0.0
legally established,0.0
unlawful combatants,0.0
are upset,0.0
refused to grant,0.0
refusal to classify,0.0
definitely not blessings,0.0
top concern,0.0
confidence crisis,0.0
absolutely not permitted,0.0
irresponsible,0.0
harm is not limited to the incident itself,0.0
will certainly eat their own bitter fruit,0.0
was a consensus without any consensus,0.0
misjudgment,0.0
exaggerated,0.0
split the motherland,0.0
ambiguous,0.0
this is really an unwise idea,0.0
nibbling,0.0
deadlock,0.0
strong opposition,0.0
difficulties,0.0
cling obstinately,0.0
another dangerous signal,0.0
will not be able lay claim to a worthy place in the civilized world,0.0
short but tumultuous,0.0
resounding pots - and - pans demonstrations,0.0
moving rapidly toward a legal coup,0.0
complicates any situation,0.0
stands in brutal contrast,0.0
went down the drain,0.0
mutiny,0.0
a terrorist act,0.0
arouses fears,0.0
no benefit at all,0.0
aperitif for the probable democratic coup,0.0
expose the cracks,0.0
dramatic,0.0
squandered,0.0
expresses its discontent,0.0
forms a wretched background,0.0
cracks are appearing,0.0
bad,0.0
does a poor job,0.0
finally entered a dangerous stage,0.0
opposes,0.0
agreement,0.0
again triggers the red light,0.0
worst,0.0
was demonising,0.0
has been accused,0.0
had hit,0.0
has accused,0.0
will not allow,0.0
would therefore not be an impartial observer,0.0
punched,0.0
was not welcome,0.0
it will not be free and fair,0.0
struggling to merely distance themselves,0.0
not much better,0.0
have no grasp,0.0
the new enemy of america,0.0
new political perspective,0.0
much more difficult,0.0
as bad as the prospects of change seem to be,0.0
timid warnings,0.0
right - wing,0.0
tactful political manoeuvring,0.0
bias,0.0
could become worse,0.0
the warning,0.0
complete disregard for the plight of the palestinians despite timid warnings to israel,0.0
are not happy,0.0
forthright disregard for,0.0
has but disappeared,0.0
doomed to failure,0.0
intended to be a warning,0.0
successful so far,0.0
was particularly disheartening,0.0
right - wing,0.0
as it sees fit,0.0
he admitted he had been wrong,0.0
terrorists,0.0
"it can not be taken into consideration , as long as the war against terrorism is far from over",0.0
the refusal to grant,0.0
however,0.0
the criticism,0.0
"with guns , bombs and soldiers",0.0
are being subjected to,0.0
unexpectedly tough,0.0
refused,0.0
refusal,0.0
uncomfortable meeting,0.0
"about cold - blood accomplices to murder , because that is what these al - qa'ida disciples at guantanamo bay are",0.0
was baffled,0.0
obvious concern,0.0
killers,0.0
languages without nuances,0.0
believe,0.0
there is irony - - including from the sober,0.0
seemed unyielding,0.0
would set a precedent that could affect the fate of us soldiers sent out to risky areas of this planet,0.0
the dispute of opinions,0.0
as exaggerated,0.0
even if their special status comes from the fact,0.0
and then assert the laws of war do not apply,0.0
see,0.0
stop supporting,0.0
scapegoats among the weirdoes,0.0
can not choose,0.0
exterminate,0.0
admitted,0.0
too much blood was shed and much suffering endured,0.0
dictate,0.0
dictate or intimidate,0.0
was tired,0.0
was tired,0.0
was like giving away the country to its former colonial masters,0.0
lambasted,0.0
intimidate,0.0
into submission,0.0
which stood in the way of honest negotiations,0.0
launched campaigns against,0.0
dictated to,0.0
to contest,0.0
criticism,0.0
have issued ultimatums,0.0
